TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES","VARIATION 3 TYPE","VARIATION 3 NAME","VARIATION 3 VALUES",SKU
"3D Halloween Potion Jar Silicone Focal Bead Ghost Spider Pumpkin Candy Corn Beadable Pen Bead Large Hole DIY Craft Supply","Add a little spooky fun to your next craft project with these adorable Halloween Potion Jar Silicone Focal Beads! Each miniature silicone jar comes pre-filled with themed silicone pieces and features a removable silicone lid, allowing you to empty and refill the jar whenever you'd like.

Perfect for beadable pens, keychains, wine stoppers, badge reels, bookmarks, lanyards, zipper pulls, and countless DIY craft projects.

Jars may become opened during transit, please inspect upon arrival to locate any loose trinkets and lids, they will arrive in a resealable package.

Choose Your Style:

🕷 Black Spider Jar – Black Lid • Assorted Spider Mix

🕷 Purple Spider Jar – Purple Lid • Assorted Spider Mix

🕷 Orange Spider Jar – Orange Lid • Assorted Spider Mix

🕷 Green Spider Jar – Green Lid • Assorted Spider Mix

👻 Pink Ghost Jar – Black Lid • Pink Ghosts

👻 White Ghost Jar – Orange Lid • White Ghosts

🎃 Pumpkin Jar – Green Lid • Orange Pumpkins

🌽 Candy Corn Jar – Purple Lid • Candy Corn

Please Note: Each jar comes exactly as pictured and described. Lids and silicone trinkets are pre-filled and are not customizable or interchangeable at the time of purchase. While the lids are removable, any changes after delivery are at the buyer's discretion.

Features:
• Approx. 1"" tall x 0.75"" wide
• Large hole fits most beadable projects, including wine stoppers
• Removable silicone lid
• Pre-filled with miniature silicone Halloween pieces
• Refillable and reusable
• Soft, high-quality silicone

These unique Halloween jar beads make the perfect finishing touch for spooky season creations and are a fun addition to any bead collection!

⚠️ Choking Hazard: Contains small parts. Not intended for children under 3 years of age.",1.65,USD,41,"Halloween_bead,potion_jar,silicone_focal,ghost_bead,spider_bead,pumpkin_bead,candy_corn,spooky_bead,beadable_pen,large_hole_bead,wine_stopper,DIY_supplies,Halloween_DIY",Silicone,https://i.etsystatic.com/20737808/r/il/36592b/8229197718/il_fullxfull.8229197718_ms6n.jpg,https://i.etsystatic.com/20737808/r/il/9f8508/8277111835/il_fullxfull.8277111835_c190.jpg,https://i.etsystatic.com/20737808/r/il/77b435/8277111439/il_fullxfull.8277111439_s1y8.jpg,https://i.etsystatic.com/20737808/r/il/644e95/8277111795/il_fullxfull.8277111795_rm7q.jpg,https://i.etsystatic.com/20737808/r/il/f6838e/8229203722/il_fullxfull.8229203722_hpwa.jpg,https://i.etsystatic.com/20737808/r/il/4077d0/8277111351/il_fullxfull.8277111351_oqpy.jpg,https://i.etsystatic.com/20737808/r/il/b2904b/8277111421/il_fullxfull.8277111421_ji4l.jpg,https://i.etsystatic.com/20737808/r/il/118313/8277111707/il_fullxfull.8277111707_rcuw.jpg,https://i.etsystatic.com/20737808/r/il/4e0dfb/8277111715/il_fullxfull.8277111715_7a6k.jpg,https://i.etsystatic.com/20737808/r/il/5b8cf7/8277111749/il_fullxfull.8277111749_jyc2.jpg,"Custom Property","Jar Style/Color","Black Spider Jar,Orange Spider Jar,Green Spider Jar,Purple Spider Jar,Pink Ghost Jar,White Ghost Jar,Pumpkin Jar,Candy Corn Jar","Custom Property","How Many Beads?","1 Single Bead,5 Beads (Same Style)",,,,"HAL-3D-JR-CNDYCRN-5PK,HAL-3D-JR-CNDYCRN-1PK,HAL-3D-JR-PMPKIN-5PK,HAL-3D-JR-WHTGHST-5PK,HAL-3D-JR-WHTGHST-1PK,HAL-3D-JR-PNKGHST-5PK,HAL-3D-JR-PURSPDR-5PK,HAL-3D-JR-GRNSPDR-5PK,HAL-3D-JR-GRNSPDR-1PK,HAL-3D-JR-BLKSPDR-5PK,HAL-3D-JR-BLKSPDR-1PK,HAL-3D-JR-PMPKIN-1PK,HAL-3D-JR-PNKGHST-1PK,HAL-3D-JR-PURSPDR-1PK,HAL-3D-JR-ORGSPDR-5PK,HAL-3D-JR-ORGSPDR-1PK"
"3D Beads, Snowman Beads, Silicone Focal Beads, Christmas Focal Beads, DIY Craft Beads for Beaded Pens, Pink Christmas Beads, Bead Supplies","3D Beads, Snowman Beads, Silicone Focal Beads, Christmas Focal Beads, DIY Craft Beads for Beaded Pens, Pink Christmas Beads, Bead Supplies

Material: Silicone
Quantity: 1 or 5 Beads
Style: 3D

🧼 Easily cleaned with soap and water.

Pictures are for reference only. 

Notes:

🎨 Colors may vary slightly due to computer monitor screen settings, photography lighting, and batches. 

💥WARNING💥 Choking Hazard. Not intended for Children. Parental supervision is required.",1.5,USD,7,"Christmas_Focal_Bead,silicone_focal_beads,cup_charm_accessory,beads_for_pens,lanyard_beads,beads_for_keychains,stocking_stuffer,diy_craft_beads,loose_beads,3D_Beads_in_bulk,snowman_beads,pink_beads,christmas_beads",Silicone,https://i.etsystatic.com/20737808/r/il/9c5314/7358664346/il_fullxfull.7358664346_curm.jpg,https://i.etsystatic.com/20737808/r/il/ed8d26/6388217338/il_fullxfull.6388217338_huxa.jpg,https://i.etsystatic.com/20737808/r/il/dc4528/7406581591/il_fullxfull.7406581591_4fmg.jpg,https://i.etsystatic.com/20737808/r/il/131133/7358664070/il_fullxfull.7358664070_e2my.jpg,https://i.etsystatic.com/20737808/r/il/3edcc7/7406581351/il_fullxfull.7406581351_ft1a.jpg,https://i.etsystatic.com/20737808/r/il/d1fb58/7347398052/il_fullxfull.7347398052_n4be.jpg,https://i.etsystatic.com/20737808/r/il/904303/6430490249/il_fullxfull.6430490249_anhf.jpg,https://i.etsystatic.com/20737808/r/il/3f7eb3/6430490247/il_fullxfull.6430490247_plcn.jpg,https://i.etsystatic.com/20737808/r/il/911265/6436306551/il_fullxfull.6436306551_t40w.jpg,https://i.etsystatic.com/20737808/r/il/c283f7/7395327911/il_fullxfull.7395327911_m9lz.jpg,"Custom Property","How Many Beads?","1 Bead,5 Beads",,,,,,,"FOC-XMS-3D-PNKSNWMN-1PK,FOC-XMS-3D-PNKSNWMN-5PK"
"Crayon Beaded Pen, Coloring Crayon Pen, Custom Beaded Pen, Teacher Gift Pen, Cute Beaded Pen, Colorful Pen","Add a fun pop of color to your writing with these adorable Crayon Beaded Pens featuring a colorful crayon silicone focal bead, coordinating round beads, and sparkling gem spacers. Perfect for teachers, students, office use, gifts, and anyone who loves cute stationery.

These pens are fully assembled and ready to use.

WHAT’S INCLUDED:
• 1 Beaded Pen (color of your choice)
• Crayon silicone focal bead
• Two round beads
• Gem spacers

PEN DETAILS:
• Refillable
• Black ink
• Smooth writing

MATERIAL:
• CCB Plastic (high quality plastic that resembles metal, lightweight)
• Silicone focal bead
• Acrylic / resin beads

Photos are sample references. You will receive one pen in the color selected.
Colors may vary slightly due to monitor settings and lighting.

WARNING: Choking hazard. Contains small parts. Not intended for children.",8,USD,6,"crayon_pen,beaded_pen,teacher_pen,cute_pen,custom_pen,colorful_pen,gift_pen,school_pen,pen_gift,handmade_pen,beaded_pens,teacher_gift,novelty_pen",,https://i.etsystatic.com/20737808/r/il/e39369/4872535669/il_fullxfull.4872535669_piwc.jpg,https://i.etsystatic.com/20737808/r/il/ea658c/4872531447/il_fullxfull.4872531447_ejcy.jpg,https://i.etsystatic.com/20737808/r/il/d95fa6/4824265856/il_fullxfull.4824265856_i2zp.jpg,https://i.etsystatic.com/20737808/r/il/bb7208/4871629111/il_fullxfull.4871629111_jn75.jpg,https://i.etsystatic.com/20737808/r/il/f3e54c/4872531783/il_fullxfull.4872531783_5ip2.jpg,https://i.etsystatic.com/20737808/r/il/75d21f/4824266220/il_fullxfull.4824266220_mli4.jpg,https://i.etsystatic.com/20737808/r/il/4d395b/4824266418/il_fullxfull.4824266418_ep95.jpg,https://i.etsystatic.com/20737808/r/il/fcf27c/5225864721/il_fullxfull.5225864721_onri.jpg,,,"Custom Property","Pen Color","Red,Orange,Yellow,Green,Blue,Purple",,,,,,,"ACC-PENS-CRYN-ORG-1PK,ACC-PENS-CRYN-YEL-1PK,ACC-PENS-CRYN-GRN-1PK,ACC-PENS-CRYN-BLU-1PK,ACC-PENS-CRYN-PUR-1PK,ACC-PENS-CRYN-RED-1PK"
"20mm Solid Dark Pink Bead, Round Acrylic Beads, Jewelry Making Beads, DIY Keychain Beads, DIY Craft Beads, Beadable Pen Beads, Bead Supplies","20mm Solid Dark Pink Bead, Round Acrylic Beads, Jewelry Making Beads, DIY Keychain Beads, DIY Craft Beads, Beadable Pen Beads, Bead Supplies

Quantity: 5, 10, or 25pc
Size: 20mm

➡️ Also available in 16mm sizing, sold separately. Check out our 16mm section. These beads are a perfect match.

Some slight reaming may be required as leftover debris from the manufacturing process may be present. Use a sharp object to push the debris out.

⚠️ Warning ⚠️ Choking Hazard. Please do not leave children unattended. Not for children, adult supervision required.",0.99,USD,18,"20mm_acrylic_beads,solid_color_beads,round_acrylic_beads,jewelry_making_beads,diy_craft_beads,beadable_pen_beads,craft_supply_beads,bead_supplies,bulk_acrylic_beads,Bubblegum_beads,bracelet_making_bead,necklace_making_bead",Acrylic,https://i.etsystatic.com/20737808/r/il/6090f8/7096948572/il_fullxfull.7096948572_2vza.jpg,https://i.etsystatic.com/20737808/r/il/388631/7142482209/il_fullxfull.7142482209_ks1r.jpg,https://i.etsystatic.com/20737808/r/il/51b27b/7096948500/il_fullxfull.7096948500_bcqi.jpg,https://i.etsystatic.com/20737808/r/il/49d47f/7096948506/il_fullxfull.7096948506_7qmw.jpg,https://i.etsystatic.com/20737808/r/il/b01a5a/7142269407/il_fullxfull.7142269407_lwyv.jpg,https://i.etsystatic.com/20737808/r/il/2ef56b/7090660978/il_fullxfull.7090660978_3nss.jpg,https://i.etsystatic.com/20737808/r/il/e189d4/7090660930/il_fullxfull.7090660930_gto7.jpg,https://i.etsystatic.com/20737808/r/il/b1fe0b/7090660948/il_fullxfull.7090660948_q41i.jpg,https://i.etsystatic.com/20737808/r/il/c2a20b/7090660934/il_fullxfull.7090660934_swkq.jpg,https://i.etsystatic.com/20737808/r/il/8fe2b6/7090660950/il_fullxfull.7090660950_ffey.jpg,"Custom Property","How Many Beads?","5 Beads,10 Beads,25 Beads",,,,,,,"ACR-20MM-SLD-DKPNK-5PK,ACR-20MM-SLD-DKPNK-25PK,ACR-20MM-SLD-DKPNK-10PK"
"20mm Bubblegum Bead, Leprechaun Belt Bead, Green Bead, Christmas Beads, Chunky Beads, Acrylic Beads, DIY Craft Beads for Pens, Bead Supplies","20mm Bubblegum Bead, Santa Belt Bead, Green Elf Beads, Christmas Beads, Chunky Beads, Acrylic Beads, DIY Craft Beads for Pens, Bead Supplies

Theme: Green Belt
Quantity: 5pc, 10pc, or 20pc
Fits perfectly on our: Pens and Keychains

*Slight/Minor imperfections MAY be present on the beads such as additional marks, and/or slightly dented sides. The functionality of the beads is not impaired, just cosmetically.

Disclaimers: 

Colors may vary slightly due to photography lighting, computer monitor settings, and batch-to-batch. Slight pulling of the design may be present on one or more sides of the beads. Slight reaming may be needed to fit.

Choking hazard. Keep away from children, adult supervision is required.",1.9,USD,19,"20mm_bulk_beads,chunky_necklace_bead,bubblegum_beads,pen_beads,beads_for_bracelets,acrylic_resin_beads,gumball_beads_bulk,diy_craft_beads,bead_supplies,christmas_beads,santa_belt_bead,green_elf_beads,green_beads",Acrylic,https://i.etsystatic.com/20737808/r/il/e70560/7186799614/il_fullxfull.7186799614_isvg.jpg,https://i.etsystatic.com/20737808/r/il/1d3b03/7234779275/il_fullxfull.7234779275_rmhu.jpg,https://i.etsystatic.com/20737808/r/il/f23226/7186798374/il_fullxfull.7186798374_m3ph.jpg,https://i.etsystatic.com/20737808/r/il/636a78/7234780407/il_fullxfull.7234780407_aefg.jpg,https://i.etsystatic.com/20737808/r/il/56d797/7234780047/il_fullxfull.7234780047_g7jf.jpg,https://i.etsystatic.com/20737808/r/il/78acfa/7109291963/il_fullxfull.7109291963_bnsp.jpg,https://i.etsystatic.com/20737808/r/il/ce790b/7061338150/il_fullxfull.7061338150_j6wq.jpg,https://i.etsystatic.com/20737808/r/il/facf74/7109292131/il_fullxfull.7109292131_71l4.jpg,https://i.etsystatic.com/20737808/r/il/bb3b93/7109292203/il_fullxfull.7109292203_hd8w.jpg,https://i.etsystatic.com/20737808/r/il/7737af/7109292873/il_fullxfull.7109292873_sjaa.jpg,"Custom Property",Quantity,"5 Beads,10 Beads,20 Beads",,,,,,,"ACR-GRNSNTABLT-20MM-5PK,ACR-GRNSNTABLT-20MM-10PK,ACR-GRNSNTABLT-20MM-20PK"
"3D Beads, Thanksgiving Beads, Silicone Focal Beads, Turkey Beads, Fall Beads, DIY Craft Beads for Beaded Pens, Lanyard Bead, Cup Charm Beads","3D Beads, Thanksgiving Beads, Silicone Focal Beads, Turkey Beads, Fall Beads, DIY Craft Beads for Beaded Pens, Lanyard Bead, Cup Charm Beads

Material: Silicone
Quantity: 1 or 5 Beads
Style: 3D

🧼 Easily cleaned with soap and water.

Pictures are for reference only. 

Notes:

🎨 Colors may vary slightly due to computer monitor screen settings, photography lighting, and batches. 

💥WARNING💥 Choking Hazard. Not intended for Children. Parental supervision is required.",1.5,USD,25,"3D_Beads,Thanksgiving_Beads,Silicone_Focal_Beads,Turkey_Beads,Fall_Beads,Lanyard_Bead,Cup_Charm_Beads,DIY_Craft_Beads,beads_for_pens,gnome_beads,friendsgiving_crafts,bead_supplies,lanyard_beads",Silicone,https://i.etsystatic.com/20737808/r/il/9494bb/7204451616/il_fullxfull.7204451616_1qll.jpg,https://i.etsystatic.com/20737808/r/il/298fd5/7252430647/il_fullxfull.7252430647_67k8.jpg,https://i.etsystatic.com/20737808/r/il/c849e0/7252430511/il_fullxfull.7252430511_otfx.jpg,https://i.etsystatic.com/20737808/r/il/e60a96/7252430361/il_fullxfull.7252430361_omjy.jpg,https://i.etsystatic.com/20737808/r/il/11e7a2/7252430537/il_fullxfull.7252430537_pv3e.jpg,https://i.etsystatic.com/20737808/r/il/a6146d/7252430655/il_fullxfull.7252430655_ngsi.jpg,https://i.etsystatic.com/20737808/r/il/5745a2/7252430679/il_fullxfull.7252430679_8jo8.jpg,https://i.etsystatic.com/20737808/r/il/e6543d/6247717428/il_fullxfull.6247717428_efxn.jpg,https://i.etsystatic.com/20737808/r/il/c4fd04/6382487298/il_fullxfull.6382487298_q954.jpg,https://i.etsystatic.com/20737808/r/il/476486/7204452922/il_fullxfull.7204452922_8szt.jpg,"Custom Property","How Many Beads?","1 Bead,5 Beads","Custom Property","Bead Style","Plain Turkey,Turkey with feathers,Thanksgiving Gnome",,,,"FOC-HOL-3D-PLNTRKY-1PK,FOC-HOL-3D-FTHRTRKY-1PK,FOC-HOL-3D-PLNTRKY-5PK,FOC-HOL-3D-FTHRTRKY-5PK,FOC-HOL-3D-THNKSGNME-5PK,FOC-HOL-3D-THNKSGNME-1PK"
"20mm Solid Dark Brown Bead, Round Acrylic Bead, Jewelry Making Bead, DIY Keychain Beads, DIY Craft Beads, Beadable Pen Beads, Bead Supplies","20mm Solid Dark Brown Bead, Round Acrylic Bead, Jewelry Making Bead, DIY Keychain Beads, DIY Craft Beads, Beadable Pen Beads, Bead Supplies

*Look at the color comparison photo for best representation of actual color* 

Quantity: 5, 10, or 25pc
Size: 20mm

➡️ Also available in 16mm sizing, sold separately. Check out our 16mm section. These beads are a perfect match.

Some slight reaming may be required as leftover debris from the manufacturing process may be present. Use a sharp object to push the debris out.

⚠️ Warning ⚠️ Choking Hazard. Please do not leave children unattended. Not for children, adult supervision required.",0.99,USD,35,"20mm_acrylic_beads,solid_color_beads,round_acrylic_beads,jewelry_making_beads,diy_craft_beads,beadable_pen_beads,craft_supply_beads,bead_supplies,bulk_acrylic_beads,Bubblegum_beads,bracelet_making_bead,necklace_making_bead,brown_beads",Acrylic,https://i.etsystatic.com/20737808/r/il/3907ba/8440173228/il_fullxfull.8440173228_5a2e.jpg,https://i.etsystatic.com/20737808/r/il/388631/7142482209/il_fullxfull.7142482209_ks1r.jpg,https://i.etsystatic.com/20737808/r/il/ad42b3/7097035754/il_fullxfull.7097035754_g7ja.jpg,https://i.etsystatic.com/20737808/r/il/9303ba/8440173124/il_fullxfull.8440173124_9wm6.jpg,https://i.etsystatic.com/20737808/r/il/f1c089/7097035782/il_fullxfull.7097035782_t52o.jpg,https://i.etsystatic.com/20737808/r/il/b01a5a/7142269407/il_fullxfull.7142269407_lwyv.jpg,https://i.etsystatic.com/20737808/r/il/2ef56b/7090660978/il_fullxfull.7090660978_3nss.jpg,https://i.etsystatic.com/20737808/r/il/e189d4/7090660930/il_fullxfull.7090660930_gto7.jpg,https://i.etsystatic.com/20737808/r/il/b1fe0b/7090660948/il_fullxfull.7090660948_q41i.jpg,https://i.etsystatic.com/20737808/r/il/c2a20b/7090660934/il_fullxfull.7090660934_swkq.jpg,"Custom Property","How Many Beads?","5 Beads,10 Beads,25 Beads",,,,,,,"ACR-20MM-SLD-DKBRN-5PK,ACR-20MM-SLD-DKBRN-10PK,ACR-20MM-SLD-DKBRN-25PK"
"Book Beads, Silicone Focal Beads, Teacher Beads, Book Lover Gift, School DIY Craft Beads for Pens, Lanyards, Cup Charms","📚 Add a fun bookish touch to your next creation with these silicone book focal beads! Perfect for teachers, readers, librarians, students, and book lovers alike.

These book-shaped beads feature a centered drilled hole that runs straight through the middle of the bead, making them great for beadable pens, keychains, badge reels, lanyards, wristlets, and more!

✨ Tons of colors available
✨ Soft silicone material
✨ Lightweight and easy to craft with
✨ Great for teacher gifts and reading-themed creations

Approximate Size:
Please see listing photos for sizing reference.

Hole Style:
Center-drilled hole through the middle of the bead.

📌 Due to monitor settings, lighting, and manufacturing batches, colors may appear slightly different in person.

📌 Beads may have minor imperfections, seam lines, or slight variations which are normal with silicone products and not considered defects.

⚠️ Choking hazard. Small parts. Adult supervision required.",1.45,USD,401,"book_beads,teacher_beads,silicone_beads,focal_beads,school_beads,bookworm_beads,reading_beads,beadable_pens,teacher_gift,library_beads,planner_beads,book_focal,pen_making",Silicone,https://i.etsystatic.com/20737808/r/il/e8f086/8117360873/il_fullxfull.8117360873_e58s.jpg,https://i.etsystatic.com/20737808/r/il/c42b29/8069441038/il_fullxfull.8069441038_ogaw.jpg,https://i.etsystatic.com/20737808/r/il/d8c343/8117359199/il_fullxfull.8117359199_ejpp.jpg,https://i.etsystatic.com/20737808/r/il/e2e1b0/6500049522/il_fullxfull.6500049522_5uz4.jpg,https://i.etsystatic.com/20737808/r/il/0571e0/6548178627/il_fullxfull.6548178627_pkth.jpg,https://i.etsystatic.com/20737808/r/il/ec050d/6548178839/il_fullxfull.6548178839_mufc.jpg,https://i.etsystatic.com/20737808/r/il/107141/6500049630/il_fullxfull.6500049630_qny6.jpg,https://i.etsystatic.com/20737808/r/il/1f9aac/6500049894/il_fullxfull.6500049894_43iw.jpg,https://i.etsystatic.com/20737808/r/il/c58b80/6548178375/il_fullxfull.6548178375_37qp.jpg,https://i.etsystatic.com/20737808/r/il/781a87/8117360923/il_fullxfull.8117360923_rlv9.jpg,"Custom Property","Book Color","Red,Orange,Yellow,Teal,Blue,Light Purple,Purple,Light Pink,Pink,Dark Pink,Light Peach,White,Navajo White,Grey,Brown,Black","Custom Property","How Many Beads?","1 Bead,5 Beads",,,,"FOC-SCH-LTPNKBOOK-1PK,FOC-SCH-LTPNKBOOK-5PK,FOC-SCH-REDBOOK-1PK,FOC-SCH-REDBOOK-5PK,FOC-SCH-BLUBOOK-5PK,FOC-SCH-DKPNKBOOK-1PK,FOC-SCH-DKPNKBOOK-5PK,FOC-SCH-ORGBOOK-1PK,FOC-SCH-ORGBOOK-5PK,FOC-SCH-BLUBOOK-1PK,FOC-SCH-BLKBOOK-5PK,FOC-SCH-BLKBOOK-1PK,FOC-SCH-BRWBOOK-5PK,FOC-SCH-GRYBOOK-5PK,FOC-SCH-GRYBOOK-1PK,FOC-SCH-NAVWHTBOOK-5PK,FOC-SCH-NAVWHTBOOK-1PK,FOC-SCH-WHTBOOK-5PK,FOC-SCH-WHTBOOK-1PK,FOC-SCH-LTPCHBOOK-5PK,FOC-SCH-LTPCHBOOK-1PK,FOC-SCH-PNKBOOK-5PK,FOC-SCH-PNKBOOK-1PK,FOC-SCH-LTPURBOOK-5PK,FOC-SCH-LTPURBOOK-1PK,FOC-SCH-TEALBOOK-5PK,FOC-SCH-YELBOOK-5PK,FOC-SCH-BRWBOOK-1PK,FOC-SCH-PURBOOK-5PK,FOC-SCH-PURBOOK-1PK,FOC-SCH-TEALBOOK-1PK,FOC-SCH-YELBOOK-1PK"
"Large Hole Spacer, Marble Spacers, Acrylic Beads, 14mm Beads, Spacers for Pens, Multi-Colored Bead, Beads for Pen, Lanyard Bead, Loose Bead","Large Hole Spacer, Marble Spacers, Acrylic Beads, 14mm Beads, Spacers for Pens, Multi-Colored Bead, Beads for Pen, Lanyard Bead, Loose Bead

Size: 14mm

Quantity: 5, 10, or 25 pack

Colors: White, Grey, Beige, Red, Yellow, Green, Blue, Light Pink, Dark Pink, Purple. Sold separately. 

Fits all of our beadable items.",1.35,USD,114,"beads_for_pens,multi_colored_beads,large_hole_beads,large_spacer_beads,lanyard_beads,keychain_beads,bead_wire_beads,large_loose_spacer,small_spacer_beads,14mm_spacer_beads,acrylic_spacer_bead,cracked_spacer_bead,glass_bead_in_bulk",acrylic,https://i.etsystatic.com/20737808/r/il/c9027a/6623207404/il_fullxfull.6623207404_60gd.jpg,https://i.etsystatic.com/20737808/r/il/1f592d/6623207538/il_fullxfull.6623207538_tgfq.jpg,https://i.etsystatic.com/20737808/r/il/1545e5/6671292105/il_fullxfull.6671292105_ssie.jpg,https://i.etsystatic.com/20737808/r/il/15a54a/6623212384/il_fullxfull.6623212384_9i4o.jpg,https://i.etsystatic.com/20737808/r/il/86ad3e/6671296769/il_fullxfull.6671296769_9yko.jpg,https://i.etsystatic.com/20737808/r/il/0f45ef/6623218170/il_fullxfull.6623218170_8l7u.jpg,https://i.etsystatic.com/20737808/r/il/3b1753/6623223210/il_fullxfull.6623223210_7kb6.jpg,https://i.etsystatic.com/20737808/r/il/316229/6623227232/il_fullxfull.6623227232_6fn8.jpg,https://i.etsystatic.com/20737808/r/il/033286/6671311985/il_fullxfull.6671311985_1lok.jpg,https://i.etsystatic.com/20737808/r/il/e5a11c/6671315293/il_fullxfull.6671315293_p1mh.jpg,"Custom Property","How Many Spacers?","5 Spacers,10 Spacers,25 Spacers","Custom Property",Color,"White,Black,Red,Orange,Yellow,Green,Blue,Aqua,Purple,Pink",,,,"ACC-MRBLE-WHT-5PK,ACC-MRBLE-BLU-5PK,ACC-MRBLE-YEL-10PK,ACC-MRBLE-GRN-10PK,ACC-MRBLE-WHT-25PK,ACC-MRBLE-YEL-25PK,ACC-MRBLE-GRN-25PK,ACC-MRBLE-BLU-25PK,ACC-MRBLE-PUR-25PK,ACC-MRBLE-BLK-5PK,ACC-MRBLE-AQUA-5PK,ACC-MRBLE-PNK-5PK,ACC-MRBLE-BLK-10PK,ACC-MRBLE-ORG-10PK,ACC-MRBLE-PNK-10PK,ACC-MRBLE-BLK-25PK,ACC-MRBLE-AQUA-25PK,ACC-MRBLE-PNK-25PK,ACC-MRBLE-RED-5PK,ACC-MRBLE-YEL-5PK,ACC-MRBLE-GRN-5PK,ACC-MRBLE-PUR-5PK,ACC-MRBLE-WHT-10PK,ACC-MRBLE-RED-10PK,ACC-MRBLE-BLU-10PK,ACC-MRBLE-PUR-10PK,ACC-MRBLE-RED-25PK,ACC-MRBLE-ORG-5PK,ACC-MRBLE-AQUA-10PK,ACC-MRBLE-ORG-25PK"
"10mm Sports Beads, Baseball Beads, Basketball Beads, Acrylic Beads, Spacer Beads, Small Beads, Beads for Pens, DIY Craft Beads, Tennis Beads","10mm Sports Beads, Baseball Beads, Basketball Beads, Acrylic Beads, Spacer Beads, Small Beads, Beads for Pens, DIY Craft Beads, Tennis Beads

Quantity: 10pc, 25pc, 50pc, or 100pc
Sizing: Varies based on the bead style. See photos for measurements.

NOTICE: Tennis Ball has two green variations, one is lime green and one is a darker green, pulled at random but the whole bag will be the same shade!

Fits perfectly on all our beadable blanks.

Disclaimers: 

There may be minor imperfections on the beads such as missing and/or additional paint. 

Colors may vary slightly due to photography lighting, computer monitor settings, and batch-to-batch.

Choking hazard. Keep away from children, adult supervision is required.",0.99,USD,75,"chunky_necklace_bead,large_quantity_beads,beads_for_bracelets,acrylic_resin_beads,gumball_beads_bulk,lanyard_beads,craft_beads,beads_for_pens,loose_round_beads,sports_beads,10mm_beads,football_beads,baseball_beads","Plastic & resin",https://i.etsystatic.com/20737808/r/il/f83ecf/7036053740/il_fullxfull.7036053740_b7fz.jpg,https://i.etsystatic.com/20737808/r/il/2f9dcc/7084024201/il_fullxfull.7084024201_f3l6.jpg,https://i.etsystatic.com/20737808/r/il/7b7d68/7036054682/il_fullxfull.7036054682_bsbr.jpg,https://i.etsystatic.com/20737808/r/il/780acf/7084024675/il_fullxfull.7084024675_s5u4.jpg,https://i.etsystatic.com/20737808/r/il/759a18/7036054738/il_fullxfull.7036054738_gvc3.jpg,https://i.etsystatic.com/20737808/r/il/e8b32a/7084024979/il_fullxfull.7084024979_g29g.jpg,https://i.etsystatic.com/20737808/r/il/cad025/7036054744/il_fullxfull.7036054744_3pl4.jpg,https://i.etsystatic.com/20737808/r/il/e123c7/7036054794/il_fullxfull.7036054794_fftr.jpg,https://i.etsystatic.com/20737808/r/il/f9a02e/7036054876/il_fullxfull.7036054876_dvh8.jpg,https://i.etsystatic.com/20737808/r/il/64da10/7036054966/il_fullxfull.7036054966_rp15.jpg,"Custom Property","Bead Style","Football,Volleyball,Baseball,Softball,Tennis,Basketball","Custom Property","How Many Beads?","10pc,25pc,50pc,100pc",,,,"ACR-10MM-SPRTS-FTBLL-25PK,ACR-10MM-SPRTS-FTBLL-50PK,ACR-10MM-SPRTS-VLLYBLL-50PK,ACR-10MM-SPRTS-VLLYBLL-100PK,ACR-10MM-SPRTS-BSBLL-25PK,ACR-10MM-SPRTS-SFTBLL-10PK,ACR-10MM-SPRTS-SFTBLL-25PK,ACR-10MM-SPRTS-SFTBLL-50PK,ACR-10MM-SPRTS-SFTBLL-100PK,ACR-10MM-SPRTS-TNNS-10PK,ACR-10MM-SPRTS-TNNS-25PK,ACR-10MM-SPRTS-TNNS-50PK,ACR-10MM-SPRTS-BSKTBLL-10PK,ACR-10MM-SPRTS-BSKTBLL-25PK,ACR-10MM-SPRTS-BSKTBLL-100PK,ACR-10MM-SPRTS-FTBLL-10PK,ACR-10MM-SPRTS-FTBLL-100PK,ACR-10MM-SPRTS-VLLYBLL-10PK,ACR-10MM-SPRTS-VLLYBLL-25PK,ACR-10MM-SPRTS-BSBLL-10PK,ACR-10MM-SPRTS-BSBLL-50PK,ACR-10MM-SPRTS-BSBLL-100PK,ACR-10MM-SPRTS-TNNS-100PK,ACR-10MM-SPRTS-BSKTBLL-50PK"
